crop_name,N,P,K,temperature,humidity,ph,season,soil_type,region,growth_stage,label
tomato_summer,95.31,20.56,104.09,28.12,50.0,8.07,summer,alluvial,upper_egypt,vegetative,phosphoric_acid_85
olive,4.41,14.23,55.05,17.69,62.0,8.25,permanent,calcareous,north_coast,fruiting,magnesium_sulphate_16
wheat,40.38,24.83,11.5,14.84,65.0,8.2,winter,clayey_delta,north_delta,vegetative,zinc_sulphate_22
lentil,2.81,6.11,4.23,20.18,42.59,8.11,winter,reclaimed,new_lands,seedling,ammonium_molybdate_54
basil,66.85,12.8,50.89,25.3,63.46,7.92,summer,alluvial,north_delta,seedling,single_super_phosphate_15
wheat,60.13,28.1,2.86,16.65,51.97,7.83,winter,alluvial,middle_egypt,fruiting,potassium_chloride_60
berseem,10.73,21.44,20.21,10.75,51.46,7.94,winter,alluvial,middle_egypt,fruiting,calcium_nitrate_155
basil,49.72,15.85,29.15,22.0,45.0,7.84,summer,loamy_clay,upper_egypt,flowering,potassium_sulphate_48
barley,47.26,22.7,22.92,13.69,61.41,7.63,winter,sandy,north_coast,seedling,humic_acid_80
tomato_summer,57.02,30.94,102.57,29.5,50.0,7.85,summer,loamy_clay,upper_egypt,fruiting,calcium_nitrate_155
date_palm,18.47,8.73,65.25,27.44,32.45,8.22,permanent,reclaimed,aswan,vegetative,zinc_sulphate_22
mango,16.65,22.23,67.99,35.14,40.0,7.61,permanent,sandy,upper_egypt,flowering,ammonium_nitrate_335
rice,84.59,10.69,49.51,24.19,65.0,7.91,summer,clayey_delta,south_delta,seedling,single_super_phosphate_15
rice,82.42,24.15,16.83,33.92,65.0,8.03,summer,clayey_delta,south_delta,fruiting,potassium_chloride_60
cotton,23.65,7.69,12.03,32.46,52.48,7.99,summer,loamy_clay,middle_egypt,vegetative,npk_20_20_20
lentil,13.44,11.07,31.67,19.17,44.35,7.44,winter,sandy,new_lands,fruiting,single_super_phosphate_15
grapes,62.62,17.46,53.76,27.08,47.55,7.88,permanent,reclaimed,middle_egypt,flowering,npk_19_19_19
cumin,5.86,3.84,5.28,16.5,42.28,8.21,winter,calcareous,new_lands,vegetative,manganese_sulphate_32
cabbage,46.34,26.83,12.49,19.61,60.65,7.85,winter,loamy_clay,south_delta,vegetative,potassium_chloride_60
olive,24.76,10.07,13.75,25.1,50.0,7.76,permanent,calcareous,west_delta,vegetative,potassium_chloride_60
barley,34.16,7.8,33.73,14.44,62.0,7.67,winter,sandy,north_coast,flowering,single_super_phosphate_15
barley,6.62,17.51,27.29,18.61,61.26,7.69,winter,calcareous,west_delta,flowering,ammonium_sulphate_206
onion,19.05,22.55,14.53,23.63,49.31,7.98,winter,alluvial,middle_egypt,fruiting,potassium_nitrate_13_0_46
tomato_summer,19.62,42.2,111.51,24.67,50.72,7.99,summer,loamy_clay,middle_egypt,seedling,urea_46
tomato_winter,21.76,32.46,78.55,16.97,68.06,8.2,winter,alluvial,north_delta,fruiting,iron_chelate_eddha_6
cucumber,55.08,20.92,75.46,23.71,63.24,7.74,summer,alluvial,east_delta,fruiting,no_fertilizer_required
olive,19.27,19.36,10.18,20.92,55.06,8.22,permanent,calcareous,sinai_north,seedling,manganese_sulphate_32
banana,113.5,38.98,165.54,30.19,69.88,7.82,permanent,loamy_clay,upper_egypt,vegetative,no_fertilizer_required
maize,98.29,17.41,38.99,28.61,55.46,8.06,summer,clayey_delta,south_delta,vegetative,zinc_sulphate_22
cabbage,11.65,25.1,76.91,16.76,59.3,7.81,winter,alluvial,south_delta,vegetative,urea_46
garlic,8.55,2.85,64.68,16.14,57.42,8.22,winter,clayey_delta,south_delta,vegetative,di_ammonium_phosphate_18_46
olive,27.58,2.56,14.32,21.19,59.78,7.82,permanent,reclaimed,west_delta,vegetative,npk_19_19_19
pepper,20.91,27.42,65.97,22.49,60.96,8.2,summer,alluvial,north_delta,flowering,iron_chelate_eddha_6
citrus,76.52,24.69,33.11,20.94,59.61,7.63,permanent,sandy,east_delta,seedling,potassium_sulphate_48
watermelon,8.69,2.92,73.37,32.93,58.7,7.79,summer,sandy,east_delta,flowering,di_ammonium_phosphate_18_46
citrus,71.19,28.52,87.95,22.71,57.84,7.67,permanent,loamy_clay,middle_egypt,flowering,no_fertilizer_required
cucumber,62.03,20.45,28.52,22.79,66.34,7.6,summer,loamy_clay,west_delta,vegetative,potassium_sulphate_48
watermelon,24.36,23.45,42.25,28.86,59.1,7.73,summer,sandy,east_delta,seedling,npk_19_19_19
tomato_winter,78.04,19.07,81.93,17.8,60.86,8.06,winter,clayey_delta,east_delta,vegetative,phosphoric_acid_85
grapes,18.17,11.14,95.23,26.13,41.16,7.89,permanent,loamy_clay,upper_egypt,flowering,di_ammonium_phosphate_18_46
barley,20.37,17.08,37.58,13.77,35.0,7.88,winter,sandy,new_lands,vegetative,calcium_ammonium_nitrate_26
tomato_summer,99.71,20.61,114.76,27.33,56.29,8.22,summer,clayey_delta,south_delta,seedling,iron_chelate_eddha_6
wheat,17.05,20.86,21.6,20.74,58.96,7.87,winter,alluvial,north_delta,fruiting,urea_46
watermelon,42.2,4.91,77.77,30.28,42.56,7.92,summer,calcareous,new_lands,flowering,magnesium_sulphate_16
maize,95.21,16.55,36.0,30.83,45.0,7.88,summer,loamy_clay,upper_egypt,vegetative,single_super_phosphate_15
barley,30.38,7.02,33.85,16.99,51.0,7.7,winter,loamy_clay,west_delta,flowering,single_super_phosphate_15
sugar_beet,13.98,10.83,32.96,15.7,54.05,7.65,winter,loamy_clay,south_delta,seedling,mono_ammonium_phosphate_12_61
garlic,29.47,25.43,63.09,20.16,58.47,8.13,winter,clayey_delta,north_delta,flowering,calcium_nitrate_155
watermelon,120.0,50.0,173.19,31.64,43.13,7.72,summer,reclaimed,new_lands,flowering,nutrient_excess
olive,31.95,17.48,57.27,23.99,57.08,8.27,permanent,calcareous,sinai_north,flowering,magnesium_sulphate_16
basil,15.17,7.14,40.06,25.0,51.76,7.67,summer,loamy_clay,south_delta,seedling,mono_ammonium_phosphate_12_61
wheat,16.58,27.42,13.22,15.76,53.75,8.2,winter,alluvial,south_delta,flowering,ammonium_sulphate_206
garlic,10.96,19.37,71.71,18.82,48.45,8.0,winter,loamy_clay,middle_egypt,vegetative,ammonium_sulphate_206
garlic,13.5,4.97,75.17,14.3,50.0,7.93,winter,loamy_clay,upper_egypt,vegetative,di_ammonium_phosphate_18_46
rice,120.0,41.13,81.71,33.0,66.46,8.11,summer,clayey_delta,north_delta,fruiting,nutrient_excess
wheat,13.04,23.25,19.31,17.06,60.51,8.23,winter,clayey_delta,south_delta,flowering,ammonium_sulphate_206
sugar_beet,24.87,31.49,23.63,15.06,51.3,8.02,winter,loamy_clay,south_delta,seedling,agricultural_sulphur_99
banana,23.68,34.75,48.1,30.98,60.91,7.8,permanent,clayey_delta,south_delta,seedling,npk_20_20_20
pomegranate,32.26,21.53,36.58,24.08,62.85,7.92,permanent,loamy_clay,west_delta,fruiting,borax_11
rice,81.02,15.54,15.14,30.01,65.0,8.16,summer,clayey_delta,south_delta,seedling,potassium_chloride_60
cumin,31.68,25.45,21.99,10.0,53.98,7.89,winter,calcareous,west_delta,vegetative,no_fertilizer_required
sugar_beet,77.62,50.0,79.77,17.16,58.21,8.5,winter,clayey_delta,north_delta,vegetative,nutrient_excess
faba_bean,18.15,34.12,22.35,16.65,50.93,7.92,winter,loamy_clay,middle_egypt,fruiting,potassium_nitrate_13_0_46
basil,60.14,25.65,13.71,28.23,60.39,8.2,summer,alluvial,east_delta,vegetative,potassium_sulphate_48
basil,9.93,5.34,60.54,26.82,59.51,7.79,summer,sandy,east_delta,seedling,mono_ammonium_phosphate_12_61
eggplant,119.34,38.04,130.25,27.09,49.93,8.2,summer,alluvial,upper_egypt,vegetative,iron_chelate_eddha_6
basil,14.94,4.45,15.98,25.99,53.5,8.07,summer,alluvial,east_delta,seedling,npk_19_19_19
barley,6.54,2.97,24.99,15.26,62.0,7.66,winter,sandy,sinai_north,fruiting,di_ammonium_phosphate_18_46
citrus,28.36,4.56,33.04,22.91,63.09,8.1,permanent,loamy_clay,west_delta,seedling,agricultural_sulphur_99
barley,46.63,2.62,35.14,14.41,60.88,7.96,winter,calcareous,west_delta,fruiting,triple_super_phosphate_46
basil,88.48,37.0,84.78,31.17,58.97,7.42,summer,sandy,east_delta,seedling,humic_acid_80
grapes,36.67,27.84,74.49,29.15,37.68,8.23,permanent,reclaimed,new_lands,flowering,calcium_ammonium_nitrate_26
lentil,17.25,11.42,27.99,17.82,41.63,7.9,winter,sandy,new_lands,fruiting,single_super_phosphate_15
olive,45.28,25.84,81.48,19.38,36.17,7.9,permanent,calcareous,new_lands,fruiting,magnesium_sulphate_16
date_palm,8.96,13.93,17.87,31.03,34.83,7.4,permanent,sandy,upper_egypt,seedling,potassium_nitrate_13_0_46
faba_bean,16.36,8.47,7.72,18.23,47.05,8.24,winter,clayey_delta,south_delta,seedling,ammonium_molybdate_54
olive,7.56,14.95,10.33,21.54,58.75,7.85,permanent,reclaimed,west_delta,vegetative,potassium_nitrate_13_0_46
watermelon,6.13,12.57,62.74,37.64,39.01,7.85,summer,sandy,upper_egypt,flowering,ammonium_nitrate_335
onion,58.33,19.2,12.57,14.69,59.78,8.36,winter,clayey_delta,north_delta,vegetative,potassium_sulphate_48
olive,4.65,3.14,51.42,21.73,61.35,7.99,permanent,calcareous,north_coast,vegetative,di_ammonium_phosphate_18_46
rice,97.12,18.6,8.75,29.99,65.0,8.0,summer,clayey_delta,south_delta,vegetative,potassium_chloride_60
mint,58.58,34.74,70.58,23.62,68.9,8.28,permanent,clayey_delta,north_delta,seedling,agricultural_sulphur_99
cumin,17.52,21.42,35.29,16.48,50.0,7.72,winter,sandy,upper_egypt,vegetative,calcium_ammonium_nitrate_26
wheat,73.64,6.73,2.86,15.55,55.49,8.01,winter,clayey_delta,south_delta,vegetative,zinc_sulphate_22
cotton,120.0,17.01,37.65,31.79,61.74,7.95,summer,alluvial,south_delta,seedling,nutrient_excess
berseem,11.21,10.89,9.64,15.54,58.13,8.11,winter,clayey_delta,south_delta,flowering,ammonium_molybdate_54
tomato_summer,99.43,43.86,66.37,30.49,65.28,8.21,summer,clayey_delta,east_delta,fruiting,iron_chelate_eddha_6
cumin,55.46,44.97,57.26,15.62,59.03,8.03,winter,calcareous,west_delta,vegetative,nutrient_excess
date_palm,41.5,2.45,10.7,30.37,36.43,7.82,permanent,sandy,upper_egypt,vegetative,npk_19_19_19
watermelon,9.43,5.1,88.9,31.37,59.86,7.5,summer,sandy,east_delta,seedling,mono_ammonium_phosphate_12_61
watermelon,24.27,8.2,68.16,30.77,54.66,7.41,summer,sandy,sinai_north,seedling,npk_19_19_19
berseem,3.74,14.5,12.46,20.44,53.41,7.86,winter,alluvial,south_delta,fruiting,urea_46
citrus,30.93,20.56,89.08,21.86,61.9,7.86,permanent,alluvial,east_delta,seedling,urea_46
garlic,11.71,5.48,60.43,16.34,46.07,7.8,winter,loamy_clay,middle_egypt,vegetative,di_ammonium_phosphate_18_46
date_palm,41.25,9.75,45.3,26.6,29.08,8.14,permanent,calcareous,new_lands,vegetative,zinc_sulphate_22
pepper,69.23,21.8,14.65,25.59,58.44,7.97,summer,alluvial,east_delta,flowering,potassium_sulphate_48
barley,9.85,3.43,26.66,14.12,58.83,7.63,winter,loamy_clay,west_delta,seedling,mono_ammonium_phosphate_12_61
coriander,8.59,19.44,28.06,11.86,62.63,8.09,winter,alluvial,north_delta,vegetative,ammonium_sulphate_206
pomegranate,6.76,4.83,67.39,21.79,56.83,8.24,permanent,calcareous,west_delta,fruiting,iron_chelate_eddha_6
maize,39.87,32.36,31.61,31.36,50.0,8.08,summer,loamy_clay,upper_egypt,seedling,ammonium_sulphate_206
potato,50.39,34.95,111.53,12.69,62.77,7.84,winter,loamy_clay,west_delta,flowering,calcium_nitrate_155
faba_bean,16.14,33.7,9.69,16.74,60.0,7.8,winter,loamy_clay,middle_egypt,seedling,potassium_chloride_60
pepper,67.3,8.69,61.29,25.59,61.72,8.15,summer,clayey_delta,south_delta,vegetative,phosphoric_acid_85
tomato_summer,34.07,12.4,119.32,28.31,61.1,8.03,summer,clayey_delta,east_delta,flowering,npk_20_20_20
potato,75.72,27.95,120.44,15.56,58.11,7.8,winter,alluvial,east_delta,vegetative,single_super_phosphate_15
onion,63.83,25.47,56.18,15.79,50.09,7.91,winter,alluvial,middle_egypt,seedling,npk_20_20_20
maize,120.0,45.83,58.78,26.18,62.27,8.25,summer,clayey_delta,north_delta,vegetative,zinc_sulphate_22
sugar_beet,39.99,33.24,20.02,15.55,63.08,8.06,winter,loamy_clay,west_delta,vegetative,potassium_nitrate_13_0_46
wheat,39.33,27.26,17.55,19.18,44.57,7.79,winter,loamy_clay,upper_egypt,vegetative,urea_46
berseem,24.23,19.82,22.19,13.56,56.42,7.75,winter,alluvial,north_delta,fruiting,no_fertilizer_required
maize,101.49,16.99,26.65,29.91,47.7,8.2,summer,alluvial,south_delta,flowering,phosphoric_acid_85
faba_bean,6.45,8.27,9.36,16.18,56.32,7.6,winter,alluvial,north_delta,flowering,npk_19_19_19
wheat,53.04,17.5,19.85,15.96,55.44,8.1,winter,loamy_clay,south_delta,vegetative,zinc_sulphate_22
eggplant,14.64,5.36,96.18,27.59,52.89,8.1,summer,loamy_clay,middle_egypt,seedling,npk_20_20_20
basil,60.98,18.24,58.45,26.1,61.74,7.93,summer,alluvial,east_delta,seedling,npk_20_20_20
berseem,6.18,15.53,3.03,19.95,52.88,7.81,winter,alluvial,south_delta,flowering,potassium_nitrate_13_0_46
berseem,6.97,5.49,4.76,17.2,68.43,8.2,winter,alluvial,north_delta,seedling,ammonium_molybdate_54
date_palm,31.77,12.17,69.21,24.11,37.37,7.42,permanent,sandy,upper_egypt,seedling,humic_acid_80
date_palm,61.29,23.02,79.56,28.44,43.46,7.61,permanent,sandy,upper_egypt,seedling,humic_acid_80
cabbage,14.15,24.7,73.42,19.6,56.5,7.8,winter,loamy_clay,middle_egypt,fruiting,borax_11
coriander,9.92,21.44,39.96,17.85,58.18,8.2,winter,alluvial,south_delta,fruiting,ammonium_sulphate_206
onion,18.91,23.83,52.23,14.76,65.79,8.35,winter,clayey_delta,north_delta,fruiting,ammonium_sulphate_206
maize,23.84,33.58,33.32,35.47,46.08,7.83,summer,alluvial,middle_egypt,flowering,ammonium_nitrate_335
coriander,9.29,4.79,22.41,14.21,55.02,8.2,winter,alluvial,south_delta,fruiting,di_ammonium_phosphate_18_46
cumin,14.69,18.91,21.1,16.83,39.58,7.96,winter,calcareous,new_lands,fruiting,calcium_nitrate_155
eggplant,21.99,22.69,22.35,24.96,60.21,8.26,summer,clayey_delta,east_delta,flowering,iron_chelate_eddha_6
mango,78.84,24.73,19.02,20.4,61.41,7.56,permanent,sandy,east_delta,seedling,potassium_sulphate_48
rice,22.69,7.41,15.62,28.05,77.1,8.01,summer,alluvial,north_delta,vegetative,zinc_sulphate_22
olive,22.41,2.04,36.54,23.84,51.59,8.07,permanent,calcareous,sinai_north,fruiting,magnesium_sulphate_16
lentil,4.91,4.72,7.7,15.7,44.5,8.01,winter,calcareous,new_lands,fruiting,ammonium_molybdate_54
watermelon,52.13,11.7,63.94,27.51,56.04,7.4,summer,sandy,east_delta,seedling,humic_acid_80
eggplant,87.26,4.61,78.67,36.64,48.0,7.81,summer,sandy,upper_egypt,flowering,triple_super_phosphate_46
watermelon,6.13,12.57,62.74,37.64,39.01,7.85,summer,sandy,upper_egypt,flowering,ammonium_nitrate_335
garlic,9.66,3.48,55.08,13.6,61.42,8.17,winter,clayey_delta,north_delta,fruiting,di_ammonium_phosphate_18_46
berseem,3.28,5.74,11.09,15.46,65.54,7.64,winter,alluvial,north_delta,fruiting,di_ammonium_phosphate_18_46
olive,16.03,20.58,29.25,21.89,53.93,8.25,permanent,calcareous,sinai_north,vegetative,manganese_sulphate_32
rice,78.58,20.91,17.1,29.83,66.09,7.72,summer,alluvial,north_delta,fruiting,potassium_chloride_60
barley,6.55,3.54,22.08,19.78,54.87,7.9,winter,calcareous,sinai_north,vegetative,di_ammonium_phosphate_18_46
eggplant,20.43,22.95,74.62,37.0,48.0,7.68,summer,loamy_clay,upper_egypt,seedling,ammonium_nitrate_335
date_palm,10.74,10.77,61.18,35.23,26.03,7.83,permanent,reclaimed,aswan,fruiting,ammonium_nitrate_335
date_palm,24.3,11.91,63.15,30.46,42.19,7.67,permanent,sandy,upper_egypt,seedling,humic_acid_80
tomato_summer,74.54,41.07,41.36,26.5,58.57,8.22,summer,clayey_delta,east_delta,vegetative,iron_chelate_eddha_6
cotton,28.39,7.95,27.62,31.58,52.11,7.93,summer,loamy_clay,middle_egypt,vegetative,npk_20_20_20
lentil,9.73,20.73,29.78,16.17,35.0,7.95,winter,calcareous,new_lands,vegetative,urea_46
date_palm,29.44,1.96,40.87,31.61,33.51,8.21,permanent,calcareous,new_lands,fruiting,phosphoric_acid_85
lentil,15.84,5.98,31.33,14.79,47.5,7.73,winter,loamy_clay,middle_egypt,seedling,triple_super_phosphate_46
onion,17.8,6.96,57.27,17.44,42.97,7.87,winter,alluvial,upper_egypt,vegetative,di_ammonium_phosphate_18_46
tomato_winter,89.42,6.76,79.96,13.98,53.0,7.83,winter,loamy_clay,south_delta,flowering,triple_super_phosphate_46
grapes,10.63,8.56,93.94,24.44,60.3,7.74,permanent,sandy,sinai_north,seedling,mono_ammonium_phosphate_12_61
rice,64.16,23.21,54.11,30.53,65.0,8.2,summer,alluvial,south_delta,flowering,calcium_nitrate_155
garlic,55.74,17.18,73.41,18.49,60.4,8.05,winter,clayey_delta,south_delta,flowering,no_fertilizer_required
eggplant,13.89,17.46,73.19,28.65,48.0,8.02,summer,alluvial,upper_egypt,flowering,ammonium_sulphate_206
watermelon,50.22,25.0,86.36,26.97,54.31,7.71,summer,sandy,east_delta,seedling,humic_acid_80
barley,44.76,11.73,16.12,14.87,45.0,8.22,winter,reclaimed,new_lands,seedling,manganese_sulphate_32
lentil,3.94,16.89,24.19,17.51,59.95,8.0,winter,calcareous,west_delta,seedling,ammonium_sulphate_206
cucumber,62.24,4.52,105.72,23.99,65.93,7.69,summer,loamy_clay,west_delta,flowering,triple_super_phosphate_46
pomegranate,12.34,17.74,71.48,26.81,45.13,7.96,permanent,loamy_clay,middle_egypt,flowering,borax_11
watermelon,44.55,13.59,63.12,27.2,58.69,7.52,summer,sandy,sinai_north,fruiting,no_fertilizer_required
date_palm,19.28,14.65,55.98,32.85,32.85,7.56,permanent,sandy,upper_egypt,fruiting,calcium_ammonium_nitrate_26
cucumber,47.63,6.18,76.45,31.02,60.0,7.51,summer,alluvial,middle_egypt,flowering,triple_super_phosphate_46
date_palm,9.54,2.96,59.29,32.6,27.33,8.36,permanent,reclaimed,aswan,fruiting,di_ammonium_phosphate_18_46
watermelon,31.75,14.01,42.31,28.53,38.2,7.44,summer,sandy,upper_egypt,vegetative,potassium_sulphate_48
cotton,84.59,28.47,61.06,31.92,54.44,8.1,summer,loamy_clay,middle_egypt,seedling,agricultural_sulphur_99
basil,16.54,4.18,49.07,31.2,68.38,7.77,summer,alluvial,north_delta,fruiting,di_ammonium_phosphate_18_46
date_palm,28.36,13.21,13.91,28.67,34.65,8.27,permanent,reclaimed,new_lands,vegetative,zinc_sulphate_22
lentil,3.73,25.53,20.71,13.76,53.6,8.06,winter,reclaimed,sinai_north,fruiting,ammonium_molybdate_54
watermelon,42.68,12.48,22.77,24.86,58.59,8.26,summer,calcareous,west_delta,vegetative,manganese_sulphate_32
berseem,14.93,24.31,21.06,14.89,66.65,8.2,winter,alluvial,north_delta,fruiting,ammonium_molybdate_54
basil,12.82,6.73,53.35,21.81,51.02,7.77,summer,alluvial,middle_egypt,flowering,di_ammonium_phosphate_18_46
rice,56.34,18.18,51.25,29.42,65.0,8.2,summer,clayey_delta,south_delta,fruiting,calcium_nitrate_155
rice,27.9,7.18,12.53,33.0,65.0,7.59,summer,alluvial,north_delta,vegetative,npk_20_20_20
barley,27.74,2.16,28.94,14.89,62.0,7.59,winter,sandy,north_coast,flowering,triple_super_phosphate_46
faba_bean,25.45,28.79,18.42,14.81,51.04,7.92,winter,loamy_clay,middle_egypt,fruiting,potassium_nitrate_13_0_46
mango,16.65,22.23,67.99,35.14,40.0,7.61,permanent,sandy,upper_egypt,flowering,ammonium_nitrate_335
lentil,16.85,4.26,5.97,22.0,36.2,8.0,winter,reclaimed,new_lands,flowering,npk_19_19_19
banana,28.86,27.71,126.61,24.88,62.91,7.98,permanent,loamy_clay,south_delta,vegetative,urea_46
watermelon,46.29,16.5,18.75,28.11,62.0,8.3,summer,reclaimed,sinai_north,vegetative,manganese_sulphate_32
watermelon,12.36,4.21,76.12,25.85,62.0,7.82,summer,sandy,east_delta,flowering,di_ammonium_phosphate_18_46
wheat,24.34,6.64,13.26,20.21,57.79,8.05,winter,clayey_delta,south_delta,seedling,mono_ammonium_phosphate_12_61
maize,39.88,7.97,12.77,29.96,58.72,8.06,summer,loamy_clay,middle_egypt,fruiting,npk_20_20_20
pomegranate,48.73,19.89,82.42,27.13,48.45,7.9,permanent,reclaimed,middle_egypt,seedling,humic_acid_80
berseem,4.24,21.51,3.86,14.04,55.99,7.72,winter,loamy_clay,middle_egypt,vegetative,potassium_nitrate_13_0_46
olive,13.87,11.09,54.16,18.95,58.85,7.68,permanent,reclaimed,sinai_north,vegetative,calcium_ammonium_nitrate_26
cumin,57.53,46.4,57.81,16.77,48.66,7.92,winter,alluvial,middle_egypt,fruiting,nutrient_excess
eggplant,66.55,25.6,15.55,28.38,58.88,7.76,summer,loamy_clay,south_delta,seedling,potassium_sulphate_48
cumin,7.0,28.61,28.79,19.67,45.0,8.29,winter,calcareous,new_lands,flowering,ammonium_sulphate_206
tomato_summer,30.72,33.57,93.66,25.88,59.53,7.75,summer,sandy,east_delta,fruiting,urea_46
citrus,55.83,21.69,61.45,22.01,61.97,8.11,permanent,reclaimed,west_delta,vegetative,zinc_sulphate_22
watermelon,6.05,15.39,72.93,36.04,35.0,7.93,summer,reclaimed,new_lands,flowering,ammonium_nitrate_335
cumin,39.23,5.62,24.43,14.94,50.0,8.0,winter,calcareous,west_delta,seedling,triple_super_phosphate_46
mint,20.48,31.99,53.26,24.25,59.16,7.92,permanent,loamy_clay,middle_egypt,flowering,urea_46
date_palm,8.33,2.08,57.21,29.77,38.93,7.52,permanent,sandy,upper_egypt,seedling,mono_ammonium_phosphate_12_61
rice,90.45,4.31,16.52,31.02,65.0,8.2,summer,alluvial,south_delta,vegetative,zinc_sulphate_22
cotton,83.01,20.15,19.21,34.18,45.0,7.76,summer,loamy_clay,middle_egypt,seedling,potassium_chloride_60
cucumber,32.5,23.18,93.85,28.32,65.44,7.58,summer,sandy,east_delta,seedling,calcium_ammonium_nitrate_26
wheat,61.46,22.41,4.51,13.08,56.23,7.99,winter,loamy_clay,south_delta,fruiting,potassium_chloride_60
maize,89.97,27.93,5.37,29.49,49.58,7.82,summer,loamy_clay,upper_egypt,seedling,potassium_chloride_60
coriander,35.66,4.31,37.44,14.88,63.32,8.2,winter,alluvial,north_delta,seedling,phosphoric_acid_85
pepper,53.09,25.02,54.16,25.97,68.98,7.57,summer,sandy,upper_egypt,seedling,humic_acid_80
tomato_winter,68.67,22.01,92.81,17.22,62.46,7.91,winter,loamy_clay,west_delta,seedling,single_super_phosphate_15
sugar_beet,55.31,33.1,23.95,19.61,56.66,8.05,winter,clayey_delta,south_delta,flowering,borax_11
pepper,42.37,25.27,56.79,30.06,58.22,8.2,summer,clayey_delta,east_delta,fruiting,iron_chelate_eddha_6
sugar_beet,44.03,16.3,23.14,17.02,57.42,8.27,winter,calcareous,west_delta,seedling,manganese_sulphate_32
mango,112.0,35.83,115.71,27.45,56.1,7.57,permanent,sandy,east_delta,seedling,humic_acid_80
cumin,5.43,26.41,23.65,16.29,60.0,7.92,winter,calcareous,west_delta,seedling,ammonium_sulphate_206
tomato_winter,69.23,22.89,91.52,18.29,60.54,7.66,winter,loamy_clay,west_delta,seedling,single_super_phosphate_15
potato,69.01,40.97,88.28,18.23,57.46,7.82,winter,loamy_clay,west_delta,fruiting,potassium_sulphate_48
maize,68.72,25.16,38.05,26.56,47.51,7.69,summer,loamy_clay,middle_egypt,fruiting,calcium_nitrate_155
faba_bean,3.29,6.96,35.11,16.28,58.55,7.86,winter,clayey_delta,south_delta,flowering,di_ammonium_phosphate_18_46
grapes,69.55,31.09,97.34,30.59,42.16,7.64,permanent,sandy,new_lands,seedling,humic_acid_80
sugar_beet,11.35,5.8,7.31,16.72,70.0,8.17,winter,clayey_delta,north_delta,seedling,agricultural_sulphur_99
pepper,25.96,5.27,24.03,20.0,58.9,7.74,summer,loamy_clay,middle_egypt,flowering,npk_20_20_20
basil,42.56,26.79,40.34,26.0,50.0,7.69,summer,sandy,upper_egypt,seedling,humic_acid_80
citrus,30.16,7.81,89.33,24.55,62.66,8.2,permanent,alluvial,east_delta,vegetative,iron_chelate_eddha_6
pomegranate,21.78,23.78,37.03,28.24,36.68,8.15,permanent,reclaimed,new_lands,vegetative,npk_19_19_19
barley,30.88,7.6,34.97,14.46,42.62,8.28,winter,calcareous,new_lands,vegetative,manganese_sulphate_32
cabbage,47.4,14.83,53.81,17.98,64.89,7.8,winter,clayey_delta,north_delta,vegetative,single_super_phosphate_15
barley,47.36,16.27,6.29,15.76,55.15,8.08,winter,calcareous,west_delta,flowering,potassium_chloride_60
eggplant,20.43,22.95,74.62,37.0,48.0,7.68,summer,loamy_clay,upper_egypt,seedling,ammonium_nitrate_335
coriander,67.32,35.87,58.74,13.95,49.43,7.8,winter,loamy_clay,middle_egypt,vegetative,nutrient_excess
barley,29.69,17.71,7.41,18.59,51.63,7.94,winter,loamy_clay,west_delta,vegetative,potassium_chloride_60
faba_bean,12.75,28.54,20.73,17.46,61.24,7.81,winter,loamy_clay,south_delta,flowering,npk_19_19_19
date_palm,9.12,10.33,15.58,28.92,33.92,7.71,permanent,sandy,new_lands,flowering,potassium_nitrate_13_0_46
citrus,19.91,6.93,17.92,24.01,54.11,7.96,permanent,alluvial,middle_egypt,fruiting,npk_20_20_20
potato,70.75,8.07,139.7,19.36,53.29,7.64,winter,alluvial,middle_egypt,seedling,triple_super_phosphate_46
pomegranate,120.0,50.0,169.58,27.13,45.5,7.79,permanent,loamy_clay,middle_egypt,flowering,nutrient_excess
olive,21.15,21.73,61.04,25.48,34.32,7.9,permanent,calcareous,new_lands,flowering,magnesium_sulphate_16
sugar_beet,27.16,29.22,29.28,16.92,63.87,8.23,winter,calcareous,west_delta,seedling,manganese_sulphate_32
barley,30.86,6.94,35.77,17.24,58.49,7.61,winter,sandy,sinai_north,flowering,single_super_phosphate_15
berseem,37.78,33.6,30.15,16.42,69.31,8.2,winter,alluvial,north_delta,flowering,ammonium_molybdate_54
pomegranate,14.42,4.35,18.59,25.56,41.03,7.4,permanent,sandy,upper_egypt,fruiting,borax_11
berseem,6.55,5.49,4.0,21.07,49.29,8.1,winter,loamy_clay,middle_egypt,seedling,ammonium_molybdate_54
date_palm,30.61,10.23,30.42,24.16,31.43,8.22,permanent,reclaimed,aswan,seedling,manganese_sulphate_32
faba_bean,20.21,16.73,37.42,16.47,66.57,8.09,winter,alluvial,north_delta,seedling,ammonium_molybdate_54
cucumber,10.32,24.68,23.98,29.98,58.69,7.6,summer,loamy_clay,west_delta,fruiting,npk_20_20_20
berseem,27.88,19.98,7.74,15.32,57.85,8.2,winter,alluvial,middle_egypt,flowering,ammonium_molybdate_54
olive,6.36,16.54,39.84,24.77,41.1,7.9,permanent,calcareous,new_lands,flowering,magnesium_sulphate_16
olive,32.25,2.54,57.33,22.12,38.28,8.3,permanent,calcareous,new_lands,vegetative,manganese_sulphate_32
